Event	ID (ID of the sampling site)	Sample ID	Longitude (WGS84)	Latitude (WGS84)	Elevation [m a.s.l.] (Of the surface of the samplin...)	Land use (Land-use type of the sampling...)	Year sampl (The year in which the soil sa...)	Depth soil [m] (The depth at which the soil s...)	Clay [%] (Clay (< 0.02 mm) content in s...)	Silt [%] (Silt (0.02 -0.5 mm) content i...)	Sand [%] (Sand (> 0.5 mm) content in so...)	Method (Method for measuring soil par...)	Soil texture quality (Quality level of soil particl...)	Soil texture class (Based on USDA (broad categori...)	Soil texture class (Based on USDA (subclasses (cl...)	DBD [g/cm**3] (Bulk density of soil, Oven dr...)	Method (Method for measuring soil bul...)	Ks [cm/min] (Soil saturated water conducti...)	Method (Method for measuring soil sat...)	Method (Method for measuring soil wat...)	vol SWC [m**3/m**3] ([meaured_θs] Measured saturat...)	fit SWC sat [m**3/m**3] ([fit_θs] Fitted saturated soi...)	fit SWC res [m**3/m**3] ([fit_θr] Fitted residual soil...)	fit α [m**-1] ([fit_α] Fitted shape paramete...)	fit n ([fit_n] Fitted shape paramete...)	fit m ([fit_m] Fitted shape paramete...)	fit Field capa [m**3/m**3] ([fit_FC] Field capacity, Calc...)	fit PWP [m**3/m**3] ([fit_PWP] Permanent wilting p...)	R**2 ([fit_r²] Coefficient of deter...)	SWC e [%] ([θs_RE] Absolute relative err...)	Quantile range ([θs_RE _range] Quantile range...)
Yellow_River_Basin_18	18	18_2	106.27388900	38.35611100	1110	Farmland	2018	0.40	11.040	62.640	26.320	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.682461897	Oven-drying method	0.175687531	Constant head method	Centrifuge method	0.373415396	0.367926276	0.000000000	0.094310581	1.164625861	0.141355148	0.355992026	0.235643195	0.999991984	1.469976810	Q1-Q3
Yellow_River_Basin_18	18	18_3	106.27388900	38.35611100	1110	Farmland	2018	0.60	13.040	68.680	18.290	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.693622506	Oven-drying method	0.013829866	Constant head method	Centrifuge method											
Yellow_River_Basin_18	18	18_4	106.27388900	38.35611100	1110	Farmland	2018	0.80	12.030	66.360	21.610	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.735707305	Oven-drying method	0.053335373	Constant head method	Centrifuge method											
Yellow_River_Basin_18	18	18_5	106.27388900	38.35611100	1110	Farmland	2018	1.00	14.530	65.360	20.110	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.661070728	Oven-drying method	0.093462540	Constant head method	Centrifuge method	0.374345447	0.367155465	0.000000000	0.199179332	1.144906775	0.126566441	0.345072045	0.223226805	0.999988068	1.920680907	Q1-Q3
Yellow_River_Basin_18	18	18_6	106.27388900	38.35611100	1110	Farmland	2018	1.20	19.140	65.690	15.180	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.697342709	Oven-drying method	0.011542169	Constant head method	Centrifuge method											
Yellow_River_Basin_18	18	18_7	106.27388900	38.35611100	1110	Farmland	2018	1.40	15.860	66.690	17.450	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.668278622	Oven-drying method	0.108408960	Constant head method	Centrifuge method											
Yellow_River_Basin_18	18	18_8	106.27388900	38.35611100	1110	Farmland	2018	1.60	20.400	64.200	15.400	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.625728798	Oven-drying method	0.002066780	Constant head method	Centrifuge method											
Yellow_River_Basin_18	18	18_9	106.27388900	38.35611100	1110	Farmland	2018	1.80	15.190	65.250	19.550	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.543419302	Oven-drying method	0.225746457	Constant head method	Centrifuge method											
Yellow_River_Basin_18	18	18_10	106.27388900	38.35611100	1110	Farmland	2018	2.00	16.540	63.090	20.360	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.621543569	Oven-drying method	0.035880522	Constant head method	Centrifuge method	0.385738569	0.383425210	0.000000000	0.198589598	1.144401825	0.126181051	0.360487466	0.233620000	0.999991678	0.599722037	Min-Q1
Yellow_River_Basin_18	18	18_11	106.27388900	38.35611100	1110	Farmland	2018	2.20	13.960	66.690	19.340	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.633866742	Oven-drying method	0.005911787	Constant head method	Centrifuge method											
Yellow_River_Basin_18	18	18_12	106.27388900	38.35611100	1110	Farmland	2018	2.40	18.960	77.210	3.830	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.629681514	Oven-drying method	0.028021180	Constant head method	Centrifuge method											
Yellow_River_Basin_18	18	18_13	106.27388900	38.35611100	1110	Farmland	2018	2.60	10.270	74.250	15.490	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.604105117	Oven-drying method	0.076849626	Constant head method	Centrifuge method											
Yellow_River_Basin_18	18	18_14	106.27388900	38.35611100	1110	Farmland	2018	2.80	17.640	72.690	9.660	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.544581866	Oven-drying method	0.049868402	Constant head method	Centrifuge method											
Yellow_River_Basin_18	18	18_15	106.27388900	38.35611100	1110	Farmland	2018	3.00	7.670	58.770	33.550	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.596199685	Oven-drying method	0.038464079	Constant head method	Centrifuge method	0.438286439	0.441192272	0.062670783	0.925739455	1.541177730	0.351145568	0.256143641	0.088607284	0.999999357	0.662998475	Min-Q1
Yellow_River_Basin_18	18	18_16	106.27388900	38.35611100	1110	Farmland	2018	3.20	15.460	71.400	13.150	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.470177802	Oven-drying method	0.135993108	Constant head method	Centrifuge method											
Yellow_River_Basin_18	18	18_17	106.27388900	38.35611100	1110	Farmland	2018	3.40	29.340	68.100	2.560	Laser particle analyzer method	Level A	Loamy soils	Silty Clay Loam	1.388798357	Oven-drying method	0.033202431	Constant head method	Centrifuge method											
Yellow_River_Basin_18	18	18_18	106.27388900	38.35611100	1110	Farmland	2018	3.60	14.270	60.330	25.400	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.479013284	Oven-drying method	0.218994741	Constant head method	Centrifuge method											
Yellow_River_Basin_18	18	18_19	106.27388900	38.35611100	1110	Farmland	2018	3.80	20.490	67.740	11.760	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.661535754	Oven-drying method	0.163937261	Constant head method	Centrifuge method											
Yellow_River_Basin_18	18	18_20	106.27388900	38.35611100	1110	Farmland	2018	4.00	18.940	67.740	13.310	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.713618598	Oven-drying method	0.062582221	Constant head method	Centrifuge method	0.398294255	0.403642147	0.097046374	0.522457807	1.622955529	0.383840172	0.286627766	0.117053345	0.999996672	1.342698810	Q1-Q3
Yellow_River_Basin_18	18	18_21	106.27388900	38.35611100	1110	Farmland	2018	4.20	14.790	73.300	11.910	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.680834308	Oven-drying method	0.038526376	Constant head method	Centrifuge method											
Yellow_River_Basin_18	18	18_22	106.27388900	38.35611100	1110	Farmland	2018	4.40	20.070	75.910	4.020	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.689902303	Oven-drying method	0.020159987	Constant head method	Centrifuge method											
Yellow_River_Basin_18	18	18_23	106.27388900	38.35611100	1110	Farmland	2018	4.60	13.460	58.900	27.635	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.599919888	Oven-drying method	0.026278041	Constant head method	Centrifuge method											
Yellow_River_Basin_18	18	18_24	106.27388900	38.35611100	1110	Farmland	2018	4.80	6.850	41.890	51.250	Laser particle analyzer method	Level A	Loamy soils	Sandy Loam	1.594572096	Oven-drying method	0.045224865	Constant head method	Centrifuge method											
Yellow_River_Basin_18	18	18_25	106.27388900	38.35611100	1110	Farmland	2018	5.00	4.870	24.340	70.790	Laser particle analyzer method	Level A	Loamy soils	Sandy Loam	1.584806563	Oven-drying method	0.154595111	Constant head method	Centrifuge method	0.400386869	0.414504801	0.036557102	2.595700427	1.810401008	0.447636189	0.101246667	0.039517413	0.999999781	3.526072549	Q1-Q3
Yellow_River_Basin_19	19	19_0	107.22944400	38.45805600	1440	Grassland	2018	0.05	1.940	11.490	86.570	Laser particle analyzer method	Level A	Sandy soils	Sand	1.303698708	Oven-drying method	0.277740726	Constant head method	Centrifuge method	0.475953497	0.626675054	0.068940754	18.819592330	1.392113034	0.281667526	0.178491202	0.093489858	0.999999541	31.667286410	outlier
Yellow_River_Basin_19	19	19_1	107.22944400	38.45805600	1440	Grassland	2018	0.20	16.420	45.480	38.100	Laser particle analyzer method	Level A	Loamy soils	Loam	1.422047673	Oven-drying method	0.027128952	Constant head method	Centrifuge method	0.464792887	0.450946316	0.000000000	0.432507066	1.394369358	0.282829909	0.340947581	0.086257204	0.999992830	2.979084199	Q1-Q3
Yellow_River_Basin_19	19	19_2	107.22944400	38.45805600	1440	Grassland	2018	0.40	5.510	29.340	65.160	Laser particle analyzer method	Level A	Loamy soils	Sandy Loam	1.528538489	Oven-drying method	0.020345548	Constant head method	Centrifuge method	0.437821414	0.454278670	0.000000000	4.324907804	1.168923820	0.144512257	0.287199209	0.151646730	0.999998817	3.758896991	Q1-Q3
Yellow_River_Basin_19	19	19_3	107.22944400	38.45805600	1440	Grassland	2018	0.60	3.340	34.960	61.690	Laser particle analyzer method	Level A	Loamy soils	Sandy Loam	1.475293081	Oven-drying method	0.029043692	Constant head method	Centrifuge method											
Yellow_River_Basin_19	19	19_4	107.22944400	38.45805600	1440	Grassland	2018	0.80	5.000	37.250	57.750	Laser particle analyzer method	Level A	Loamy soils	Sandy Loam	1.498079326	Oven-drying method	0.019807434	Constant head method	Centrifuge method											
Yellow_River_Basin_19	19	19_5	107.22944400	38.45805600	1440	Grassland	2018	1.00	3.540	33.110	63.360	Laser particle analyzer method	Level A	Loamy soils	Sandy Loam	1.402981631	Oven-drying method	0.015612240	Constant head method	Centrifuge method	0.523851113	0.536498673	0.133937609	2.889530163	1.255370215	0.203422235	0.356590708	0.218901384	0.999997823	2.414342416	Q1-Q3
Yellow_River_Basin_19	19	19_6	107.22944400	38.45805600	1440	Grassland	2018	1.20	3.580	37.170	59.250	Laser particle analyzer method	Level A	Loamy soils	Sandy Loam	1.482268462	Oven-drying method	0.011231948	Constant head method	Centrifuge method											
Yellow_River_Basin_20	20	20_0	107.18111100	37.77277800	1580	Shrubland	2018	0.05	8.420	53.700	37.890	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.493429072	Oven-drying method	0.088742505	Constant head method	Centrifuge method	0.436426338	0.446525144	0.098160495	2.048914101	1.588620305	0.370522964	0.208096978	0.109984508	0.999999002	2.313977186	Q1-Q3
Yellow_River_Basin_20	20	20_1	107.18111100	37.77277800	1580	Shrubland	2018	0.20	5.560	49.100	45.350	Laser particle analyzer method	Level A	Loamy soils	Sandy Loam	1.262543961	Oven-drying method	0.351327258	Constant head method	Centrifuge method	0.521060961	0.552178478	0.089842309	3.676422748	1.548028603	0.354017104	0.205501163	0.104226086	0.999999613	5.971953423	Q1-Q3
Yellow_River_Basin_20	20	20_2	107.18111100	37.77277800	1580	Shrubland	2018	0.40	6.070	54.930	38.980	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.400656504	Oven-drying method	0.211666734	Constant head method	Centrifuge method	0.491066822	0.497591636	0.108784139	1.456796563	1.638554138	0.389705853	0.245812131	0.121098305	0.999999183	1.328701806	Q1-Q3
Yellow_River_Basin_20	20	20_3	107.18111100	37.77277800	1580	Shrubland	2018	0.60	6.030	70.330	23.650	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.299048454	Oven-drying method	0.115959362	Constant head method	Centrifuge method											
Yellow_River_Basin_20	20	20_4	107.18111100	37.77277800	1580	Shrubland	2018	0.80	5.160	71.670	23.170	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.417397419	Oven-drying method	0.061255714	Constant head method	Centrifuge method											
Yellow_River_Basin_20	20	20_5	107.18111100	37.77277800	1580	Shrubland	2018	1.00	5.960	72.750	21.300	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.381590463	Oven-drying method	0.139009055	Constant head method	Centrifuge method	0.515015630	0.501359937	0.085929409	1.179782493	1.835014689	0.455045234	0.212795675	0.091354162	0.999999098	2.651510384	Q1-Q3
Yellow_River_Basin_20	20	20_6	107.18111100	37.77277800	1580	Shrubland	2018	1.20	5.590	69.560	24.850	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.458319654	Oven-drying method	0.057476453	Constant head method	Centrifuge method											
Yellow_River_Basin_20	20	20_7	107.18111100	37.77277800	1580	Shrubland	2018	1.40	8.620	72.600	18.770	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.381822976	Oven-drying method	0.238750053	Constant head method	Centrifuge method											
Yellow_River_Basin_20	20	20_8	107.18111100	37.77277800	1580	Shrubland	2018	1.60	8.380	74.520	17.090	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.392518560	Oven-drying method	0.054149121	Constant head method	Centrifuge method											
Yellow_River_Basin_20	20	20_9	107.18111100	37.77277800	1580	Shrubland	2018	1.80	5.410	64.630	29.980	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.399726453	Oven-drying method	0.064522127	Constant head method	Centrifuge method											
Yellow_River_Basin_20	20	20_10	107.18111100	37.77277800	1580	Shrubland	2018	2.00	5.970	70.920	23.110	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.362524422	Oven-drying method	0.053828661	Constant head method	Centrifuge method	0.545009769	0.530941526	0.093928489	0.822900784	1.862090525	0.462969181	0.264159221	0.100691659	0.999998226	2.581282741	Q1-Q3
Yellow_River_Basin_20	20	20_11	107.18111100	37.77277800	1580	Shrubland	2018	2.20	5.520	65.850	28.630	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.427627977	Oven-drying method	0.041094645	Constant head method	Centrifuge method											
Yellow_River_Basin_20	20	20_12	107.18111100	37.77277800	1580	Shrubland	2018	2.40	6.730	72.550	20.710	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.365314574	Oven-drying method	0.042801596	Constant head method	Centrifuge method											
Yellow_River_Basin_20	20	20_13	107.18111100	37.77277800	1580	Shrubland	2018	2.60	8.920	74.610	16.490	Laser particle analyzer method	Level A	Loamy soils	Silty Loam		Oven-drying method		Constant head method	Centrifuge method											
Yellow_River_Basin_20	20	20_14	107.18111100	37.77277800	1580	Shrubland	2018	2.80	9.960	77.500	12.540	Laser particle analyzer method	Level A	Loamy soils	Silty Loam		Oven-drying method		Constant head method	Centrifuge method											
Yellow_River_Basin_20	20	20_15	107.18111100	37.77277800	1580	Shrubland	2018	3.00	8.730	75.560	15.690	Laser particle analyzer method	Level A	Loamy soils	Silty Loam		Oven-drying method		Constant head method	Centrifuge method											
Yellow_River_Basin_20	20	20_16	107.18111100	37.77277800	1580	Shrubland	2018	3.20	3.130	22.300	74.560	Laser particle analyzer method	Level A	Sandy soils	Loamy Sand		Oven-drying method		Constant head method	Centrifuge method											
Yellow_River_Basin_20	20	20_17	107.18111100	37.77277800	1580	Shrubland	2018	3.40	10.170	81.620	8.210	Laser particle analyzer method	Level A	Loamy soils	Silt		Oven-drying method		Constant head method	Centrifuge method											
Yellow_River_Basin_20	20	20_18	107.18111100	37.77277800	1580	Shrubland	2018	3.60	9.880	82.530	7.590	Laser particle analyzer method	Level A	Loamy soils	Silt		Oven-drying method		Constant head method	Centrifuge method											
Yellow_River_Basin_20	20	20_19	107.18111100	37.77277800	1580	Shrubland	2018	3.80	8.830	79.850	11.330	Laser particle analyzer method	Level A	Loamy soils	Silty Loam		Oven-drying method		Constant head method	Centrifuge method											
Yellow_River_Basin_20	20	20_20	107.18111100	37.77277800	1580	Shrubland	2018	4.00	8.840	78.880	12.290	Laser particle analyzer method	Level A	Loamy soils	Silty Loam		Oven-drying method		Constant head method	Centrifuge method											
Yellow_River_Basin_20	20	20_21	107.18111100	37.77277800	1580	Shrubland	2018	4.20	7.680	78.150	14.170	Laser particle analyzer method	Level A	Loamy soils	Silty Loam		Oven-drying method		Constant head method	Centrifuge method											
Yellow_River_Basin_20	20	20_22	107.18111100	37.77277800	1580	Shrubland	2018	4.40	7.010	78.770	14.230	Laser particle analyzer method	Level A	Loamy soils	Silty Loam		Oven-drying method		Constant head method	Centrifuge method											
Yellow_River_Basin_20	20	20_23	107.18111100	37.77277800	1580	Shrubland	2018	4.60	12.390	84.610	3.010	Laser particle analyzer method	Level A	Loamy soils	Silt		Oven-drying method		Constant head method	Centrifuge method											
Yellow_River_Basin_20	20	20_24	107.18111100	37.77277800	1580	Shrubland	2018	4.80	7.620	78.300	14.080	Laser particle analyzer method	Level A	Loamy soils	Silty Loam		Oven-drying method		Constant head method	Centrifuge method											
Yellow_River_Basin_20	20	20_25	107.18111100	37.77277800	1580	Shrubland	2018	5.00	9.510	78.990	11.500	Laser particle analyzer method	Level A	Loamy soils	Silty Loam		Oven-drying method		Constant head method	Centrifuge method											
Yellow_River_Basin_21	21	21_0	107.06583300	36.90138900	1400	Farmland	2018	0.05	10.530	66.160	23.310	Laser particle analyzer method	Level A	Loamy soils	Silty Loam		Oven-drying method	0.223603671	Constant head method	Centrifuge method											
Yellow_River_Basin_21	21	21_1	107.06583300	36.90138900	1400	Farmland	2018	0.20	9.990	72.390	17.620	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.404144195	Oven-drying method	0.063971748	Constant head method	Centrifuge method	0.458282532	0.468273613	0.077475571	1.868683380	1.586473712	0.369671245	0.207844938	0.091649500	0.999999138	2.180113951	Q1-Q3
Yellow_River_Basin_21	21	21_2	107.06583300	36.90138900	1400	Farmland	2018	0.40	9.840	71.260	18.900	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.422280185	Oven-drying method	0.067038644	Constant head method	Centrifuge method	0.474325908	0.482479734	0.081051136	1.719950854	1.617778850	0.381868542	0.213830356	0.093889505	0.999999315	1.719034435	Q1-Q3
Yellow_River_Basin_21	21	21_3	107.06583300	36.90138900	1400	Farmland	2018	0.60	6.360	65.930	27.700	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.340668228	Oven-drying method	0.150204601	Constant head method	Centrifuge method											
Yellow_River_Basin_21	21	21_4	107.06583300	36.90138900	1400	Farmland	2018	0.80	6.810	70.840	22.350	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.365547087	Oven-drying method	0.106391452	Constant head method	Centrifuge method											
Yellow_River_Basin_21	21	21_5	107.06583300	36.90138900	1400	Farmland	2018	1.00	7.690	71.350	20.950	Laser particle analyzer method	Level A	Loamy soils	Silty Loam	1.329507618	Oven-drying method	0.066506791	Constant head method	Centrifuge method	0.508970300	0.504053476	0.083091314	1.212679082	1.758598696	0.431365438	0.222975078	0.091098539	0.999999326	0.966033664	Min-Q1
